countrycode,date,confirmed,deceased,recovered
GT,2020-03-23,20,1,0
HR,2020-03-23,315,1,5
SN,2020-03-23,79,0,5
SM,2020-03-23,187,20,4
SK,2020-03-23,186,0,7
SI,2020-03-23,442,3,0
SG,2020-03-23,509,2,144
SE,2020-03-23,2046,25,16
SD,2020-03-23,2,1,0
SC,2020-03-23,7,0,0
SA,2020-03-23,562,0,16
RW,2020-03-23,36,0,0
RU,2020-03-23,438,1,16
RS,2020-03-23,249,3,1
RO,2020-03-23,576,7,64
QA,2020-03-23,501,0,33
PY,2020-03-23,22,1,0
PT,2020-03-23,2060,23,5
PS,2020-03-23,59,0,17
PL,2020-03-23,749,8,1
PK,2020-03-23,875,6,5
PH,2020-03-23,462,33,17
PG,2020-03-23,1,0,0
SO,2020-03-23,1,0,0
SR,2020-03-23,5,0,0
SV,2020-03-23,3,0,0
SY,2020-03-23,1,0,0
ZW,2020-03-23,3,1,0
ZM,2020-03-23,3,0,0
ZA,2020-03-23,402,0,0
VN,2020-03-23,123,0,17
VE,2020-03-23,77,0,15
VC,2020-03-23,1,0,0
VA,2020-03-23,1,0,0
UZ,2020-03-23,46,0,0
UY,2020-03-23,162,0,0
US,2020-03-23,43847,557,178
PE,2020-03-23,395,5,1
UG,2020-03-23,9,0,0
TZ,2020-03-23,12,0,0
TW,2020-03-23,195,2,28
TT,2020-03-23,51,0,1
TR,2020-03-23,1529,37,0
HN,2020-03-23,30,0,0
TL,2020-03-23,1,0,0
TH,2020-03-23,721,1,44
TG,2020-03-23,18,0,1
TD,2020-03-23,1,0,0
SZ,2020-03-23,4,0,0
UA,2020-03-23,73,3,1
PA,2020-03-23,345,6,0
TN,2020-03-23,89,3,1
NZ,2020-03-23,102,0,0
LI,2020-03-23,51,0,0
LC,2020-03-23,3,0,0
LB,2020-03-23,267,4,8
KZ,2020-03-23,62,0,0
KW,2020-03-23,189,0,27
KR,2020-03-23,8961,111,2909
KH,2020-03-23,87,0,1
KG,2020-03-23,16,0,0
KE,2020-03-23,16,0,0
JP,2020-03-23,1128,42,235
LK,2020-03-23,97,0,3
JO,2020-03-23,127,0,1
IT,2020-03-23,63927,6077,7024
IR,2020-03-23,23049,1812,7931
IQ,2020-03-23,266,23,57
IN,2020-03-23,499,10,27
IL,2020-03-23,1071,1,37
IE,2020-03-23,1125,6,5
ID,2020-03-23,579,49,29
HU,2020-03-23,167,7,16
HT,2020-03-23,6,0,0
OM,2020-03-23,66,0,17
JM,2020-03-23,19,1,2
LR,2020-03-23,3,0,0
IS,2020-03-23,588,1,36
NE,2020-03-23,3,0,0
NP,2020-03-23,2,0,1
NO,2020-03-23,2621,10,1
NL,2020-03-23,4764,214,2
NI,2020-03-23,2,0,0
NG,2020-03-23,40,1,2
NA,2020-03-23,4,0,0
MZ,2020-03-23,1,0,0
MY,2020-03-23,1518,14,139
LT,2020-03-23,179,1,1
MV,2020-03-23,13,0,0
MU,2020-03-23,36,2,0
MX,2020-03-23,316,3,4
MR,2020-03-23,2,0,0
LU,2020-03-23,875,8,6
LV,2020-03-23,180,0,1
MA,2020-03-23,143,4,3
MT,2020-03-23,107,0,2
MD,2020-03-23,109,1,1
MC,2020-03-23,23,0,1
ME,2020-03-23,27,1,0
MG,2020-03-23,12,0,0
MK,2020-03-23,136,2,1
MN,2020-03-23,10,0,0
DZ,2020-03-24,264,19,24
DO,2020-03-24,312,6,3
DM,2020-03-24,2,0,0
DK,2020-03-24,1718,32,36
DP,2020-03-24,712,10,325
DJ,2020-03-24,3,0,0
GT,2020-03-24,21,1,0
CZ,2020-03-24,1394,3,10
CY,2020-03-24,124,3,3
CV,2020-03-24,3,1,0
CU,2020-03-24,48,1,1
CR,2020-03-24,177,2,2
EC,2020-03-24,1082,27,3
CO,2020-03-24,378,3,6
DE,2020-03-24,32986,157,3243
EE,2020-03-24,369,0,7
GH,2020-03-24,53,2,0
ER,2020-03-24,1,0,0
ES,2020-03-24,39885,2621,3794
ET,2020-03-24,12,0,0
FI,2020-03-24,792,1,10
FJ,2020-03-24,4,0,0
FR,2020-03-24,22622,1094,3250
GA,2020-03-24,6,1,0
GY,2020-03-24,5,1,0
GE,2020-03-24,70,0,9
GM,2020-03-24,3,1,0
GN,2020-03-24,4,0,0
GQ,2020-03-24,9,0,0
GR,2020-03-24,743,20,29
CN,2020-03-24,81591,4546,73280
EG,2020-03-24,402,20,80
CM,2020-03-24,66,0,0
AT,2020-03-24,5283,28,9
CI,2020-03-24,73,0,2
GB,2020-03-24,8077,508,135
AD,2020-03-24,164,1,1
AE,2020-03-24,248,2,45
AF,2020-03-24,74,1,1
AG,2020-03-24,3,0,0
AL,2020-03-24,123,5,10
AM,2020-03-24,249,0,14
AO,2020-03-24,3,0,0
AR,2020-03-24,387,6,52
AU,2020-03-24,2044,8,115
AZ,2020-03-24,87,1,10
BA,2020-03-24,166,3,2
BB,2020-03-24,18,0,0
BD,2020-03-24,39,4,5
BE,2020-03-24,4269,122,461
BF,2020-03-24,114,4,7
BG,2020-03-24,218,3,3
CH,2020-03-24,9877,122,131
CG,2020-03-24,4,0,0
CF,2020-03-24,3,0,0
CD,2020-03-24,45,2,0
CA,2020-03-24,2790,25,110
BZ,2020-03-24,1,0,0
CL,2020-03-24,922,2,17
BY,2020-03-24,81,0,22
BS,2020-03-24,5,0,1
BR,2020-03-24,2247,46,2
BO,2020-03-24,29,0,0
BN,2020-03-24,104,0,2
BJ,2020-03-24,6,0,0
BH,2020-03-24,392,3,177
BT,2020-03-24,2,0,0
HN,2020-03-24,30,0,0
GD,2020-03-24,1,0,0
HT,2020-03-24,7,0,0
SG,2020-03-24,558,2,156
VN,2020-03-24,134,0,17
SE,2020-03-24,2286,36,16
ZA,2020-03-24,554,0,4
SD,2020-03-24,3,1,0
ZM,2020-03-24,3,0,0
SC,2020-03-24,7,0,0
SA,2020-03-24,767,1,28
RW,2020-03-24,40,0,0
RU,2020-03-24,495,1,22
VE,2020-03-24,84,0,15
RS,2020-03-24,303,3,15
QA,2020-03-24,526,0,41
PY,2020-03-24,27,2,0
PT,2020-03-24,2362,33,22
PS,2020-03-24,59,0,17
PL,2020-03-24,901,10,1
PK,2020-03-24,972,7,18
PH,2020-03-24,552,35,20
PG,2020-03-24,1,0,0
PE,2020-03-24,416,7,1
PA,2020-03-24,345,6,1
RO,2020-03-24,794,11,79
OM,2020-03-24,84,0,17
SI,2020-03-24,480,4,0
VA,2020-03-24,4,0,0
SM,2020-03-24,187,21,4
SN,2020-03-24,86,0,8
SO,2020-03-24,1,0,0
SR,2020-03-24,7,0,0
SV,2020-03-24,5,0,0
HR,2020-03-24,382,1,5
SY,2020-03-24,1,0,0
SZ,2020-03-24,4,0,0
TD,2020-03-24,3,0,0
TG,2020-03-24,20,0,1
VC,2020-03-24,1,0,0
TH,2020-03-24,827,4,52
TN,2020-03-24,114,4,1
TR,2020-03-24,1872,44,0
TT,2020-03-24,57,0,0
TW,2020-03-24,215,2,29
TZ,2020-03-24,12,0,0
UA,2020-03-24,97,3,1
UG,2020-03-24,9,0,0
US,2020-03-24,53740,706,348
UY,2020-03-24,162,0,0
UZ,2020-03-24,50,0,0
TL,2020-03-24,1,0,0
NZ,2020-03-24,155,0,12
SK,2020-03-24,204,0,7
NO,2020-03-24,2863,12,6
IT,2020-03-24,69176,6820,8326
JM,2020-03-24,21,1,2
JO,2020-03-24,154,0,1
JP,2020-03-24,1193,43,285
KE,2020-03-24,25,0,0
KG,2020-03-24,42,0,0
KH,2020-03-24,91,0,4
KR,2020-03-24,9037,120,3507
KW,2020-03-24,191,0,39
KZ,2020-03-24,72,0,0
ZW,2020-03-24,3,1,0
LA,2020-03-24,2,0,0
LC,2020-03-24,3,0,0
LK,2020-03-24,102,0,2
LR,2020-03-24,3,0,0
LT,2020-03-24,209,2,1
LU,2020-03-24,1099,8,6
NP,2020-03-24,2,0,1
LY,2020-03-24,1,0,0
LV,2020-03-24,197,0,1
MD,2020-03-24,125,1,2
ME,2020-03-24,47,1,0
LB,2020-03-24,318,4,8
IS,2020-03-24,648,2,51
LI,2020-03-24,51,0,0
IQ,2020-03-24,316,27,75
NI,2020-03-24,2,0,0
IR,2020-03-24,24811,1934,8913
NG,2020-03-24,44,1,2
NE,2020-03-24,3,0,0
NA,2020-03-24,7,0,2
MY,2020-03-24,1624,16,183
MX,2020-03-24,367,4,4
MV,2020-03-24,13,0,5
MU,2020-03-24,42,2,0
MT,2020-03-24,110,0,2
MR,2020-03-24,2,0,0
MZ,2020-03-24,3,0,0
MK,2020-03-24,148,2,1
IN,2020-03-24,536,10,40
IL,2020-03-24,1238,3,53
MN,2020-03-24,10,0,0
IE,2020-03-24,1329,7,5
ID,2020-03-24,686,55,30
HU,2020-03-24,187,9,21
NL,2020-03-24,5580,277,3
MC,2020-03-24,23,0,1
MA,2020-03-24,170,5,6
MG,2020-03-24,17,0,0
EG,2020-03-25,456,21,95
EE,2020-03-25,404,1,8
EC,2020-03-25,1173,28,3
DZ,2020-03-25,302,21,65
DP,2020-03-25,712,10,587
DO,2020-03-25,392,10,3
DM,2020-03-25,7,0,0
CU,2020-03-25,57,1,1
DJ,2020-03-25,11,0,0
DE,2020-03-25,37323,206,3547
CY,2020-03-25,132,3,3
CV,2020-03-25,4,1,0
CR,2020-03-25,201,2,2
ER,2020-03-25,4,0,0
CZ,2020-03-25,1654,6,10
GM,2020-03-25,3,1,0
ET,2020-03-25,12,0,0
GY,2020-03-25,5,1,0
CO,2020-03-25,470,4,8
GW,2020-03-25,2,0,0
GT,2020-03-25,24,1,4
GR,2020-03-25,821,22,36
GQ,2020-03-25,9,0,0
ES,2020-03-25,49515,3404,5367
GN,2020-03-25,4,0,0
GE,2020-03-25,75,0,10
GD,2020-03-25,1,0,0
GA,2020-03-25,6,1,0
FR,2020-03-25,25600,1323,3907
FJ,2020-03-25,5,0,0
FI,2020-03-25,880,3,10
GH,2020-03-25,93,4,0
CN,2020-03-25,81661,4551,73773
AZ,2020-03-25,93,2,10
CL,2020-03-25,1142,3,22
BB,2020-03-25,18,0,0
BA,2020-03-25,176,3,2
HN,2020-03-25,36,0,0
AU,2020-03-25,2364,8,119
AT,2020-03-25,5588,30,9
AR,2020-03-25,387,8,52
BD,2020-03-25,39,5,7
AO,2020-03-25,3,0,0
AL,2020-03-25,146,5,17
AG,2020-03-25,3,0,0
AF,2020-03-25,84,2,2
AE,2020-03-25,333,2,52
AD,2020-03-25,188,1,1
GB,2020-03-25,9529,694,135
AM,2020-03-25,265,0,16
BE,2020-03-25,4937,178,547
BF,2020-03-25,146,4,10
BG,2020-03-25,242,3,4
CI,2020-03-25,80,0,3
CH,2020-03-25,10897,153,131
CG,2020-03-25,4,0,0
CF,2020-03-25,3,0,0
CD,2020-03-25,48,2,0
CA,2020-03-25,3251,29,183
BZ,2020-03-25,2,0,0
BY,2020-03-25,86,0,29
BT,2020-03-25,2,0,0
BS,2020-03-25,5,0,1
BR,2020-03-25,2554,59,2
BO,2020-03-25,32,0,0
BN,2020-03-25,109,0,2
BJ,2020-03-25,6,0,0
BH,2020-03-25,419,4,177
CM,2020-03-25,75,1,2
HR,2020-03-25,442,1,22
DK,2020-03-25,1862,34,41
HU,2020-03-25,226,10,21
SM,2020-03-25,208,21,4
SK,2020-03-25,216,0,7
SI,2020-03-25,528,5,10
SG,2020-03-25,631,2,160
SE,2020-03-25,2526,62,16
SD,2020-03-25,3,1,0
SC,2020-03-25,7,0,0
SA,2020-03-25,900,2,29
RW,2020-03-25,41,0,0
RU,2020-03-25,658,3,29
SN,2020-03-25,99,0,9
RS,2020-03-25,384,4,15
QA,2020-03-25,537,0,41
PY,2020-03-25,37,3,0
PT,2020-03-25,2995,43,22
PS,2020-03-25,59,0,17
PL,2020-03-25,1051,14,7
PK,2020-03-25,1063,8,21
PH,2020-03-25,636,38,26
PG,2020-03-25,1,0,0
PE,2020-03-25,480,9,1
PA,2020-03-25,443,8,1
RO,2020-03-25,906,17,86
SO,2020-03-25,1,0,0
SR,2020-03-25,8,0,0
SV,2020-03-25,9,0,0
ZW,2020-03-25,3,1,0
ZM,2020-03-25,12,0,0
ZA,2020-03-25,709,0,12
VN,2020-03-25,141,0,17
VE,2020-03-25,91,0,15
VC,2020-03-25,1,0,0
VA,2020-03-25,4,0,0
UZ,2020-03-25,60,0,0
UY,2020-03-25,189,0,0
US,2020-03-25,65778,942,361
UG,2020-03-25,14,0,0
UA,2020-03-25,145,5,1
TZ,2020-03-25,12,0,0
TW,2020-03-25,235,2,29
TT,2020-03-25,60,1,0
TR,2020-03-25,2433,59,26
HT,2020-03-25,8,0,0
TL,2020-03-25,1,0,0
TH,2020-03-25,934,4,70
TG,2020-03-25,23,0,1
TD,2020-03-25,3,0,0
SZ,2020-03-25,4,0,0
SY,2020-03-25,5,0,0
OM,2020-03-25,99,0,17
NZ,2020-03-25,205,0,22
TN,2020-03-25,173,5,2
NO,2020-03-25,3084,14,6
LI,2020-03-25,51,0,0
LC,2020-03-25,3,0,0
LB,2020-03-25,333,6,20
LA,2020-03-25,3,0,0
KZ,2020-03-25,81,0,0
KW,2020-03-25,195,0,43
KR,2020-03-25,9137,126,3730
KN,2020-03-25,2,0,0
KH,2020-03-25,96,0,10
KG,2020-03-25,44,0,0
LK,2020-03-25,102,0,3
KE,2020-03-25,28,0,1
JM,2020-03-25,26,1,2
IT,2020-03-25,74386,7503,9362
IS,2020-03-25,737,2,56
IR,2020-03-25,27017,2077,9625
IQ,2020-03-25,346,29,103
IN,2020-03-25,657,12,43
IL,2020-03-25,2369,5,58
ID,2020-03-25,790,58,31
NP,2020-03-25,3,0,1
IE,2020-03-25,1564,9,5
JP,2020-03-25,1307,45,310
LR,2020-03-25,3,0,0
JO,2020-03-25,172,0,1
MY,2020-03-25,1796,20,199
NG,2020-03-25,51,1,2
NL,2020-03-25,6438,357,4
NI,2020-03-25,2,0,0
NE,2020-03-25,7,1,0
NA,2020-03-25,7,0,2
MZ,2020-03-25,5,0,0
MX,2020-03-25,405,5,4
MV,2020-03-25,13,0,8
MU,2020-03-25,48,2,0
LT,2020-03-25,274,4,1
MR,2020-03-25,2,0,0
MT,2020-03-25,129,0,2
ML,2020-03-25,2,0,0
LU,2020-03-25,1333,8,6
LV,2020-03-25,221,0,1
LY,2020-03-25,1,0,0
MA,2020-03-25,225,6,7
MN,2020-03-25,10,0,0
MD,2020-03-25,149,1,2
MC,2020-03-25,31,0,1
ME,2020-03-25,52,1,0
MG,2020-03-25,19,0,0
MK,2020-03-25,177,3,1
EC,2020-03-26,1403,34,3
DZ,2020-03-26,367,25,29
DO,2020-03-26,488,10,3
DM,2020-03-26,11,0,0
DP,2020-03-26,712,10,597
DK,2020-03-26,2023,41,50
GY,2020-03-26,5,1,0
DE,2020-03-26,43938,267,5673
CZ,2020-03-26,1925,9,10
CY,2020-03-26,146,3,4
CV,2020-03-26,4,1,0
EE,2020-03-26,538,1,8
CU,2020-03-26,67,2,1
CR,2020-03-26,231,2,2
DJ,2020-03-26,11,0,0
EG,2020-03-26,495,24,102
GH,2020-03-26,132,4,1
ES,2020-03-26,57786,4074,7015
GW,2020-03-26,2,0,0
CO,2020-03-26,491,6,8
GT,2020-03-26,25,1,4
GR,2020-03-26,892,26,36
GQ,2020-03-26,12,0,0
GN,2020-03-26,4,0,0
ER,2020-03-26,6,0,0
GM,2020-03-26,3,1,0
GD,2020-03-26,7,0,0
GA,2020-03-26,7,1,0
FR,2020-03-26,29551,1685,4955
FJ,2020-03-26,5,0,0
FI,2020-03-26,958,5,10
ET,2020-03-26,12,0,0
GE,2020-03-26,79,0,11
CN,2020-03-26,81782,4560,74181
BA,2020-03-26,191,3,2
CL,2020-03-26,1306,4,22
BB,2020-03-26,18,0,0
AZ,2020-03-26,122,3,15
AU,2020-03-26,2810,13,172
AT,2020-03-26,6909,49,112
AR,2020-03-26,502,9,63
AO,2020-03-26,4,0,0
BD,2020-03-26,44,5,11
AM,2020-03-26,290,1,18
AG,2020-03-26,7,0,0
AF,2020-03-26,94,4,2
AE,2020-03-26,333,2,52
AD,2020-03-26,224,3,1
GB,2020-03-26,11658,877,135
HN,2020-03-26,52,1,0
AL,2020-03-26,174,6,17
BE,2020-03-26,6235,220,675
BF,2020-03-26,152,7,10
BG,2020-03-26,264,3,8
CI,2020-03-26,96,0,3
CH,2020-03-26,11811,191,131
CG,2020-03-26,4,0,0
CF,2020-03-26,3,0,0
CD,2020-03-26,51,3,0
CA,2020-03-26,4042,37,184
BZ,2020-03-26,2,0,0
BY,2020-03-26,86,0,29
BT,2020-03-26,2,0,0
BS,2020-03-26,9,0,1
BR,2020-03-26,2985,77,6
BO,2020-03-26,43,0,0
BN,2020-03-26,114,0,5
BJ,2020-03-26,6,0,0
BH,2020-03-26,458,4,204
CM,2020-03-26,75,1,2
HR,2020-03-26,495,3,22
PS,2020-03-26,84,1,17
HU,2020-03-26,261,10,28
SO,2020-03-26,2,0,0
SN,2020-03-26,105,0,9
SM,2020-03-26,208,21,4
SK,2020-03-26,226,0,2
SI,2020-03-26,562,6,10
SG,2020-03-26,683,2,172
SE,2020-03-26,2840,77,16
SD,2020-03-26,3,1,0
SC,2020-03-26,7,0,0
SA,2020-03-26,1012,3,33
SR,2020-03-26,8,0,0
RW,2020-03-26,50,0,0
RS,2020-03-26,384,1,0
RO,2020-03-26,1029,23,94
QA,2020-03-26,549,0,43
PY,2020-03-26,41,3,0
PT,2020-03-26,3544,60,43
PL,2020-03-26,1221,16,7
PK,2020-03-26,1201,9,21
PH,2020-03-26,707,45,28
PG,2020-03-26,1,0,0
PE,2020-03-26,580,9,14
RU,2020-03-26,840,3,38
PA,2020-03-26,558,8,2
SV,2020-03-26,13,0,0
SZ,2020-03-26,6,0,0
ZW,2020-03-26,3,1,0
ZM,2020-03-26,16,0,0
ZA,2020-03-26,927,0,12
XK,2020-03-26,71,1,0
VN,2020-03-26,153,0,20
VE,2020-03-26,107,0,15
VC,2020-03-26,1,0,0
VA,2020-03-26,4,0,0
UZ,2020-03-26,75,0,0
UY,2020-03-26,217,0,0
SY,2020-03-26,5,0,0
US,2020-03-26,83836,1209,681
UA,2020-03-26,196,5,1
TZ,2020-03-26,13,0,0
TW,2020-03-26,252,2,29
TT,2020-03-26,65,1,0
TR,2020-03-26,3629,75,26
HT,2020-03-26,8,0,0
TL,2020-03-26,1,0,0
TH,2020-03-26,1045,4,88
TG,2020-03-26,23,0,1
TD,2020-03-26,3,0,0
UG,2020-03-26,14,0,0
OM,2020-03-26,109,0,23
TN,2020-03-26,197,6,2
NP,2020-03-26,3,0,1
LK,2020-03-26,106,0,7
LI,2020-03-26,56,0,0
LC,2020-03-26,3,0,0
LB,2020-03-26,368,6,23
LA,2020-03-26,6,0,0
KZ,2020-03-26,111,1,2
KW,2020-03-26,208,0,49
KR,2020-03-26,9241,131,4144
KN,2020-03-26,2,0,0
KH,2020-03-26,96,0,10
KG,2020-03-26,44,0,0
KE,2020-03-26,31,1,1
JO,2020-03-26,212,0,1
JM,2020-03-26,26,1,2
IT,2020-03-26,80589,8215,10361
IS,2020-03-26,802,2,82
IR,2020-03-26,29406,2234,10457
IQ,2020-03-26,382,36,105
IN,2020-03-26,727,20,45
ID,2020-03-26,893,78,35
NZ,2020-03-26,283,0,27
IE,2020-03-26,1819,19,5
IL,2020-03-26,2693,8,68
LR,2020-03-26,3,0,0
LT,2020-03-26,299,4,1
JP,2020-03-26,1387,47,359
LV,2020-03-26,244,0,1
NI,2020-03-26,2,0,0
NG,2020-03-26,65,1,2
LU,2020-03-26,1453,9,6
NL,2020-03-26,7468,435,6
NO,2020-03-26,3369,14,6
NE,2020-03-26,10,1,0
NA,2020-03-26,8,0,2
MY,2020-03-26,2031,23,215
MX,2020-03-26,475,6,4
MV,2020-03-26,13,0,8
MU,2020-03-26,81,2,0
MZ,2020-03-26,7,0,0
MR,2020-03-26,3,0,0
LY,2020-03-26,1,0,0
MA,2020-03-26,275,11,8
MC,2020-03-26,33,0,1
MT,2020-03-26,134,0,2
ME,2020-03-26,69,1,0
MG,2020-03-26,23,0,0
MD,2020-03-26,177,1,2
MK,2020-03-26,201,3,3
MN,2020-03-26,11,0,0
ML,2020-03-26,4,0,0
EG,2020-03-27,536,30,116
EE,2020-03-27,575,1,11
EC,2020-03-27,1595,36,3
CV,2020-03-27,5,1,0
DZ,2020-03-27,409,26,29
DP,2020-03-27,712,10,597
DO,2020-03-27,581,20,3
DM,2020-03-27,11,0,0
DK,2020-03-27,2200,52,57
CU,2020-03-27,80,2,4
DE,2020-03-27,50871,342,6658
CZ,2020-03-27,2279,9,11
CY,2020-03-27,162,5,15
ER,2020-03-27,6,0,0
GH,2020-03-27,137,4,2
ET,2020-03-27,16,0,0
HN,2020-03-27,68,1,0
CR,2020-03-27,263,2,3
HR,2020-03-27,586,3,37
GW,2020-03-27,2,0,0
GT,2020-03-27,28,1,4
GR,2020-03-27,966,28,52
GQ,2020-03-27,12,0,0
GN,2020-03-27,8,0,0
GM,2020-03-27,3,1,0
GE,2020-03-27,83,0,14
GD,2020-03-27,7,0,0
GA,2020-03-27,7,1,0
FR,2020-03-27,33402,1982,5707
FJ,2020-03-27,5,0,0
FI,2020-03-27,1041,7,10
ES,2020-03-27,65719,4795,9357
CO,2020-03-27,539,6,10
BA,2020-03-27,237,4,5
CM,2020-03-27,91,2,2
BD,2020-03-27,48,5,11
BB,2020-03-27,24,0,0
AZ,2020-03-27,165,3,15
AU,2020-03-27,3143,13,194
AT,2020-03-27,7657,58,225
AR,2020-03-27,589,13,72
AO,2020-03-27,4,0,0
AM,2020-03-27,329,1,28
AL,2020-03-27,186,8,31
AG,2020-03-27,7,0,0
AF,2020-03-27,110,4,2
AE,2020-03-27,405,2,52
AD,2020-03-27,267,3,1
GB,2020-03-27,14543,1161,135
HT,2020-03-27,8,0,0
BE,2020-03-27,7284,289,858
CN,2020-03-27,81897,4567,74720
BF,2020-03-27,180,9,12
BH,2020-03-27,466,4,227
CL,2020-03-27,1610,5,43
CI,2020-03-27,101,0,3
CH,2020-03-27,12928,231,1530
CG,2020-03-27,4,0,0
CF,2020-03-27,3,0,0
CD,2020-03-27,51,3,2
CA,2020-03-27,4682,53,256
BZ,2020-03-27,2,0,0
BY,2020-03-27,94,0,32
BT,2020-03-27,3,0,0
BS,2020-03-27,10,0,1
BR,2020-03-27,3417,92,6
BO,2020-03-27,61,0,0
BN,2020-03-27,115,0,11
BJ,2020-03-27,6,0,0
BG,2020-03-27,293,3,9
HU,2020-03-27,300,10,34
DJ,2020-03-27,12,0,0
IE,2020-03-27,2121,22,5
SN,2020-03-27,119,0,11
ID,2020-03-27,1046,87,46
SM,2020-03-27,223,21,4
SK,2020-03-27,269,0,2
SI,2020-03-27,632,9,10
SG,2020-03-27,732,2,183
SE,2020-03-27,3069,105,16
SD,2020-03-27,3,1,0
SC,2020-03-27,7,0,0
SA,2020-03-27,1104,3,35
SO,2020-03-27,3,0,0
RW,2020-03-27,54,0,0
RS,2020-03-27,457,1,0
RO,2020-03-27,1292,26,115
QA,2020-03-27,562,0,43
PY,2020-03-27,52,3,1
PT,2020-03-27,4268,76,43
PS,2020-03-27,91,1,17
PL,2020-03-27,1389,16,7
PK,2020-03-27,1373,11,23
PH,2020-03-27,803,54,31
PG,2020-03-27,1,0,0
RU,2020-03-27,1036,4,45
SR,2020-03-27,8,0,0
SV,2020-03-27,13,0,0
SY,2020-03-27,5,0,0
ZW,2020-03-27,5,1,0
ZM,2020-03-27,22,0,0
ZA,2020-03-27,1170,1,31
XK,2020-03-27,86,1,1
VN,2020-03-27,163,0,20
VE,2020-03-27,107,1,31
VC,2020-03-27,1,0,0
VA,2020-03-27,4,0,0
UZ,2020-03-27,88,1,5
UY,2020-03-27,238,0,0
US,2020-03-27,101657,1581,869
UG,2020-03-27,23,0,0
UA,2020-03-27,310,5,5
TZ,2020-03-27,13,0,1
TW,2020-03-27,267,2,29
TT,2020-03-27,66,2,1
TR,2020-03-27,5698,92,42
TN,2020-03-27,227,6,2
TL,2020-03-27,1,0,0
TH,2020-03-27,1136,5,97
TG,2020-03-27,25,1,1
TD,2020-03-27,3,0,0
SZ,2020-03-27,9,0,0
PE,2020-03-27,635,11,16
PA,2020-03-27,674,9,2
GY,2020-03-27,5,1,0
NZ,2020-03-27,368,0,37
LI,2020-03-27,56,0,0
LC,2020-03-27,3,0,1
LB,2020-03-27,391,8,27
LA,2020-03-27,6,0,0
KZ,2020-03-27,150,1,3
KW,2020-03-27,225,0,57
KR,2020-03-27,9332,139,4528
KN,2020-03-27,2,0,0
MC,2020-03-27,42,0,1
KH,2020-03-27,99,0,11
LK,2020-03-27,106,0,7
KG,2020-03-27,58,0,0
JP,2020-03-27,1468,49,372
JM,2020-03-27,26,1,2
IT,2020-03-27,86498,9134,10950
IS,2020-03-27,890,2,97
IR,2020-03-27,32332,2378,11133
IQ,2020-03-27,458,40,122
IN,2020-03-27,887,20,73
IL,2020-03-27,3035,12,79
MD,2020-03-27,199,2,2
ME,2020-03-27,82,1,0
KE,2020-03-27,31,1,1
LR,2020-03-27,3,0,0
JO,2020-03-27,235,1,18
LU,2020-03-27,1605,15,40
NO,2020-03-27,3755,19,6
LT,2020-03-27,358,5,1
NL,2020-03-27,8647,547,6
NI,2020-03-27,2,1,0
NG,2020-03-27,70,1,3
NA,2020-03-27,8,0,2
MZ,2020-03-27,7,0,0
MY,2020-03-27,2161,26,259
MX,2020-03-27,585,8,4
MV,2020-03-27,16,0,9
MU,2020-03-27,94,2,0
NE,2020-03-27,10,1,0
MT,2020-03-27,139,0,2
LV,2020-03-27,280,0,1
OM,2020-03-27,131,0,23
LY,2020-03-27,1,0,0
MA,2020-03-27,345,23,11
MG,2020-03-27,26,0,0
NP,2020-03-27,4,0,1
ML,2020-03-27,11,0,0
MM,2020-03-27,8,0,0
MR,2020-03-27,3,0,0
MN,2020-03-27,11,0,0
MK,2020-03-27,219,3,3
FI,2020-03-28,1167,9,10
ET,2020-03-28,16,0,1
ES,2020-03-28,73235,5583,12285
ER,2020-03-28,6,0,0
EG,2020-03-28,576,36,121
EE,2020-03-28,645,1,20
EC,2020-03-28,1823,48,3
DO,2020-03-28,719,28,3
DM,2020-03-28,11,0,0
DK,2020-03-28,2366,65,57
CV,2020-03-28,5,1,0
DE,2020-03-28,57695,433,8481
CZ,2020-03-28,2631,11,11
CY,2020-03-28,179,5,15
DP,2020-03-28,712,10,597
DJ,2020-03-28,14,0,0
GR,2020-03-28,1061,32,52
FR,2020-03-28,38105,2299,5724
HT,2020-03-28,8,0,0
CU,2020-03-28,119,3,4
HR,2020-03-28,657,5,45
HN,2020-03-28,95,1,3
GY,2020-03-28,8,1,0
GW,2020-03-28,2,0,0
FJ,2020-03-28,5,0,0
GT,2020-03-28,34,1,10
GN,2020-03-28,8,0,0
GM,2020-03-28,3,1,0
GH,2020-03-28,141,5,2
GE,2020-03-28,90,0,14
GD,2020-03-28,7,0,0
GA,2020-03-28,7,1,0
GQ,2020-03-28,12,0,0
CR,2020-03-28,295,2,3
BA,2020-03-28,258,5,5
CN,2020-03-28,81999,4571,75100
BD,2020-03-28,48,5,15
BB,2020-03-28,26,0,0
HU,2020-03-28,343,11,34
AZ,2020-03-28,182,4,15
AU,2020-03-28,3640,14,244
AT,2020-03-28,8271,68,225
AR,2020-03-28,690,18,72
AO,2020-03-28,5,0,0
AM,2020-03-28,407,1,30
AL,2020-03-28,197,10,31
AG,2020-03-28,7,0,0
AF,2020-03-28,110,4,2
AE,2020-03-28,468,2,52
AD,2020-03-28,308,3,1
GB,2020-03-28,17089,1455,135
BE,2020-03-28,9134,353,1063
BF,2020-03-28,207,11,21
BG,2020-03-28,331,7,11
BH,2020-03-28,476,4,265
CM,2020-03-28,91,2,2
